user_id,issue_id,role
11110,50134,supports
11110,50038,supports
11111,50111,supports
11111,50161,supports
11111,50163,supports
11111,50162,supports
11112,50021,supports
11113,50129,supports
11113,50179,supports
11115,50045,supports
11116,50032,supports
11116,50003,supports
11116,50035,supports
11117,50162,supports
11117,50006,supports
11117,50114,supports
11118,50185,supports
11119,50075,supports
11119,50002,supports
11120,50123,supports
11120,50184,supports
11121,50015,supports
11121,50143,supports
11121,50023,supports
11121,50098,supports
11123,50044,supports
11123,50073,supports
11123,50190,supports
11123,50160,supports
11124,50005,supports
11124,50188,supports
11125,50021,supports
11125,50097,supports
11125,50042,supports
11127,50124,supports
11127,50055,supports
11127,50199,supports
11128,50115,supports
11128,50134,supports
11128,50078,supports
11129,50172,supports
11130,50073,supports
11130,50006,supports
11130,50128,supports
11130,50151,supports
11131,50156,supports
11132,50054,supports
11132,50176,supports
11132,50135,supports
11132,50179,supports
11133,50119,supports
11135,50178,supports
11136,50147,supports
11136,50017,supports
11136,50118,supports
11136,50091,supports
11137,50187,supports
11138,50004,supports
11138,50044,supports
11140,50194,supports
11140,50115,supports
11141,50120,supports
11141,50030,supports
11141,50171,supports
11141,50175,supports
11143,50175,supports
11143,50094,supports
11145,50032,supports
11145,50185,supports
11145,50171,supports
11146,50158,supports
11146,50125,supports
11147,50019,supports
11147,50032,supports
11147,50072,supports
11149,50068,supports
11149,50060,supports
11149,50184,supports
11150,50121,supports
11150,50065,supports
11151,50084,supports
11151,50126,supports
11152,50150,supports
11152,50069,supports
11152,50184,supports
11154,50175,supports
11154,50089,supports
11154,50011,supports
11154,50146,supports
11155,50168,supports
11155,50178,supports
11156,50022,supports
11156,50035,supports
11156,50038,supports
11156,50074,supports
11157,50014,supports
11157,50146,supports
11159,50159,supports
11160,50155,supports
11160,50052,supports
11160,50033,supports
11161,50105,supports
11161,50140,supports
11161,50087,supports
11161,50115,supports
11162,50070,supports
11162,50131,supports
11162,50195,supports
11162,50062,supports
11163,50007,supports
11163,50112,supports
11164,50001,supports
11165,50156,supports
11165,50160,supports
11165,50129,supports
11166,50034,supports
11166,50102,supports
11166,50009,supports
11168,50055,supports
11168,50023,supports
11169,50130,supports
11169,50198,supports
11169,50178,supports
11169,50108,supports
11170,50125,supports
11172,50055,supports
11173,50037,supports
11174,50115,supports
11174,50091,supports
11175,50053,supports
11175,50121,supports
11175,50075,supports
11175,50067,supports
11176,50144,supports
11176,50191,supports
11176,50030,supports
11181,50090,supports
11182,50023,supports
11182,50142,supports
11182,50139,supports
11182,50181,supports
11183,50139,supports
11183,50053,supports
11183,50153,supports
11183,50148,supports
11185,50148,supports
11185,50132,supports
11185,50106,supports
11187,50085,supports
11187,50192,supports
11187,50180,supports
11188,50120,supports
11188,50167,supports
11189,50152,supports
11189,50189,supports
11190,50158,supports
11190,50110,supports
11191,50188,supports
11191,50018,supports
11191,50160,supports
11192,50147,supports
11192,50011,supports
11193,50054,supports
11193,50033,supports
11193,50163,supports
11196,50173,supports
11197,50067,supports
11198,50005,supports
11198,50071,supports
11199,50001,supports
11199,50149,supports
11199,50113,supports
11200,50058,supports
11200,50178,supports
11201,50055,supports
11201,50042,supports
11201,50021,supports
11202,50001,supports
11202,50001,supports
11203,50172,supports
11203,50183,supports
11203,50055,supports
11204,50008,supports
11204,50051,supports
11204,50005,supports
11204,50199,supports
11205,50046,supports
11205,50024,supports
11205,50106,supports
11205,50128,supports
11207,50125,supports
11207,50068,supports
11207,50075,supports
11208,50130,supports
11208,50041,supports
11211,50092,supports
11211,50136,supports
11211,50069,supports
11211,50118,supports
11212,50113,supports
11213,50149,supports
11214,50072,supports
11217,50151,supports
11217,50089,supports
11217,50021,supports
11218,50163,supports
11218,50161,supports
11218,50193,supports
11219,50053,supports
11219,50115,supports
11219,50011,supports
11220,50059,supports
11220,50106,supports
11220,50039,supports
11222,50097,supports
11222,50197,supports
11223,50001,supports
11223,50168,supports
11223,50109,supports
11224,50004,supports
11224,50175,supports
11224,50071,supports
11225,50080,supports
11225,50089,supports
11226,50058,supports
11226,50032,supports
11226,50192,supports
11226,50044,supports
11229,50013,supports
11229,50118,supports
11229,50029,supports
11230,50108,supports
11230,50003,supports
11230,50174,supports
11230,50164,supports
11231,50021,supports
11231,50113,supports
11232,50122,supports
11233,50073,supports
11234,50197,supports
11236,50047,supports
11236,50159,supports
11236,50160,supports
11236,50155,supports
11237,50125,supports
11237,50079,supports
11237,50034,supports
11239,50036,supports
11239,50111,supports
11240,50059,supports
11240,50110,supports
11240,50062,supports
11241,50058,supports
11241,50058,supports
11241,50048,supports
11241,50015,supports
11242,50049,supports
11242,50150,supports
11243,50177,supports
11243,50149,supports
11245,50093,supports
11245,50075,supports
11245,50181,supports
11246,50088,supports
11246,50083,supports
11246,50156,supports
11248,50067,supports
11248,50176,supports
11249,50147,supports
11249,50133,supports
11249,50137,supports
11249,50087,supports
11250,50170,supports
11250,50179,supports
11250,50052,supports
11250,50053,supports
11252,50097,supports
11252,50097,supports
11252,50049,supports
11252,50007,supports
11254,50026,supports
11254,50145,supports
11254,50051,supports
11255,50080,supports
11255,50197,supports
11256,50105,supports
11256,50058,supports
11256,50121,supports
11256,50107,supports
11257,50115,supports
11257,50165,supports
11258,50148,supports
11258,50188,supports
11259,50015,supports
11259,50150,supports
11259,50104,supports
11259,50031,supports
11260,50170,supports
11260,50136,supports
11260,50063,supports
11262,50027,supports
11262,50087,supports
11263,50015,supports
11264,50128,supports
11264,50074,supports
11264,50071,supports
11265,50166,supports
11265,50136,supports
11265,50180,supports
11265,50150,supports
11266,50102,supports
11268,50164,supports
11268,50012,supports
11268,50045,supports
11270,50052,supports
11270,50186,supports
11271,50051,supports
11271,50104,supports
11271,50188,supports
11272,50100,supports
11272,50126,supports
11272,50116,supports
11272,50141,supports
11273,50051,supports
11275,50001,supports
11276,50135,supports
11276,50191,supports
11278,50053,supports
11279,50104,supports
11279,50010,supports
11279,50106,supports
11279,50199,supports
11280,50107,supports
11280,50046,supports
11280,50136,supports
11281,50182,supports
11282,50072,supports
11283,50159,supports
11283,50001,supports
11284,50123,supports
11284,50069,supports
11284,50059,supports
11284,50101,supports
11285,50069,supports
11285,50043,supports
11285,50021,supports
11286,50154,supports
11287,50096,supports
11288,50053,supports
11288,50061,supports
11288,50177,supports
11288,50117,supports
11289,50033,supports
11289,50068,supports
11289,50109,supports
11289,50042,supports
11290,50132,supports
11290,50018,supports
11290,50007,supports
11290,50177,supports
11291,50053,supports
11291,50047,supports
11292,50142,supports
11292,50173,supports
11292,50064,supports
11292,50082,supports
11293,50113,supports
11293,50000,supports
11293,50199,supports
11294,50023,supports
11294,50058,supports
11294,50128,supports
11295,50123,supports
11296,50041,supports
11297,50041,supports
11297,50035,supports
11298,50086,supports
11298,50197,supports
11299,50123,supports
11299,50039,supports
11299,50057,supports
11300,50108,supports
11300,50198,supports
11300,50010,supports
11300,50129,supports
11301,50109,supports
11302,50112,supports
11302,50061,supports
11304,50108,supports
11304,50129,supports
11304,50189,supports
11304,50025,supports
11305,50063,supports
11306,50142,supports
11307,50012,supports
11307,50029,supports
11308,50103,supports
11308,50154,supports
11308,50000,supports
11308,50178,supports
11309,50035,supports
11309,50199,supports
11310,50147,supports
11312,50188,supports
11312,50037,supports
11312,50136,supports
11312,50101,supports
11314,50166,supports
11314,50146,supports
11315,50136,supports
11315,50153,supports
11316,50044,supports
11316,50163,supports
11316,50118,supports
11316,50042,supports
11318,50091,supports
11318,50052,supports
11318,50124,supports
11319,50126,supports
11319,50197,supports
11319,50137,supports
11319,50110,supports
11320,50063,supports
11320,50129,supports
11320,50035,supports
11321,50060,supports
11321,50065,supports
11321,50196,supports
11321,50197,supports
11322,50199,supports
11322,50181,supports
11322,50150,supports
11322,50128,supports
11324,50099,supports
11324,50154,supports
11325,50192,supports
11326,50194,supports
11326,50036,supports
11326,50092,supports
11326,50007,supports
11327,50016,supports
11327,50147,supports
11327,50060,supports
11328,50139,supports
11328,50109,supports
11328,50140,supports
11329,50146,supports
11330,50178,supports
11330,50072,supports
11330,50045,supports
11330,50165,supports
11332,50033,supports
11332,50097,supports
11332,50178,supports
11333,50091,supports
11333,50138,supports
11333,50042,supports
11333,50053,supports
11334,50127,supports
11334,50068,supports
11334,50189,supports
11336,50198,supports
11338,50196,supports
11338,50005,supports
11339,50183,supports
11339,50066,supports
11339,50046,supports
11340,50199,supports
11340,50019,supports
11340,50131,supports
11341,50046,supports
11341,50066,supports
11342,50021,supports
11342,50119,supports
11344,50058,supports
11345,50058,supports
11345,50075,supports
11346,50061,supports
11346,50198,supports
11346,50023,supports
11347,50198,supports
11347,50126,supports
11348,50176,supports
11349,50070,supports
11351,50097,supports
11351,50046,supports
11352,50183,supports
11352,50088,supports
11353,50006,supports
11354,50044,supports
11354,50027,supports
11354,50132,supports
11354,50068,supports
11355,50112,supports
11355,50197,supports
11355,50096,supports
11355,50143,supports
11356,50047,supports
11356,50129,supports
11358,50015,supports
11359,50029,supports
11359,50167,supports
11359,50057,supports
11359,50166,supports
11360,50075,supports
11360,50142,supports
11360,50162,supports
11360,50153,supports
11361,50040,supports
11361,50045,supports
11361,50005,supports
11362,50064,supports
11362,50154,supports
11362,50125,supports
11363,50119,supports
11363,50076,supports
11364,50159,supports
11364,50178,supports
11365,50081,supports
11365,50142,supports
11365,50166,supports
11366,50020,supports
11366,50017,supports
11366,50133,supports
11367,50036,supports
11367,50014,supports
11367,50171,supports
11368,50047,supports
11368,50014,supports
11368,50125,supports
11369,50057,supports
11369,50199,supports
11369,50100,supports
11369,50033,supports
11370,50060,supports
11371,50176,supports
11371,50121,supports
11371,50188,supports
11371,50189,supports
11372,50011,supports
11372,50064,supports
11372,50148,supports
11372,50094,supports
11373,50134,supports
11373,50082,supports
11374,50045,supports
11375,50198,supports
11375,50133,supports
11375,50124,supports
11376,50196,supports
11376,50180,supports
11377,50175,supports
11377,50009,supports
11377,50054,supports
11377,50027,supports
11378,50161,supports
11378,50173,supports
11378,50199,supports
11379,50096,supports
11379,50185,supports
11379,50097,supports
11381,50192,supports
11381,50146,supports
11382,50033,supports
11382,50015,supports
11382,50198,supports
11384,50000,supports
11384,50085,supports
11386,50058,supports
11386,50037,supports
11386,50072,supports
11386,50162,supports
11387,50167,supports
11387,50166,supports
11387,50052,supports
11388,50087,supports
11388,50169,supports
11388,50088,supports
11389,50181,supports
11389,50057,supports
11389,50179,supports
11389,50148,supports
11390,50188,supports
11390,50026,supports
11393,50090,supports
11393,50075,supports
11393,50086,supports
11393,50073,supports
11395,50023,supports
11395,50163,supports
11395,50162,supports
11397,50068,supports
11397,50107,supports
11400,50141,supports
11401,50003,supports
11401,50096,supports
11401,50135,supports
11401,50129,supports
11402,50169,supports
11402,50042,supports
11404,50161,supports
11404,50065,supports
11404,50019,supports
11405,50019,supports
11405,50055,supports
11405,50065,supports
11407,50010,supports
11407,50107,supports
11407,50099,supports
11409,50193,supports
11412,50179,supports
11412,50001,supports
11412,50187,supports
11412,50109,supports
11413,50072,supports
11413,50078,supports
11413,50158,supports
11415,50153,supports
11415,50149,supports
11415,50129,supports
11416,50193,supports
11416,50199,supports
11416,50176,supports
11416,50192,supports
11417,50157,supports
11417,50190,supports
11417,50139,supports
11417,50097,supports
11418,50118,supports
11419,50188,supports
11421,50137,supports
11422,50092,supports
11422,50119,supports
11422,50092,supports
11422,50124,supports
11423,50136,supports
11423,50175,supports
11424,50173,supports
11424,50053,supports
11424,50009,supports
11424,50166,supports
11425,50010,supports
11425,50075,supports
11426,50041,supports
11426,50063,supports
11427,50191,supports
11427,50169,supports
11428,50115,supports
11428,50076,supports
11429,50015,supports
11430,50174,supports
11430,50171,supports
11430,50033,supports
11433,50173,supports
11433,50132,supports
11433,50103,supports
11434,50165,supports
11434,50060,supports
11435,50103,supports
11435,50082,supports
11435,50189,supports
11435,50017,supports
11436,50083,supports
11436,50151,supports
11436,50064,supports
11437,50033,supports
11437,50137,supports
11437,50170,supports
11438,50036,supports
11440,50061,supports
11440,50059,supports
11441,50121,supports
11442,50044,supports
11442,50004,supports
11444,50040,supports
11444,50032,supports
11444,50197,supports
11444,50012,supports
11445,50132,supports
11445,50140,supports
11448,50031,supports
11448,50020,supports
11448,50134,supports
11449,50029,supports
11450,50191,supports
11450,50055,supports
11450,50069,supports
11450,50111,supports
11451,50033,supports
11451,50139,supports
11451,50119,supports
11451,50043,supports
11452,50085,supports
11452,50136,supports
11453,50188,supports
11454,50152,supports
11454,50191,supports
11454,50031,supports
11454,50005,supports
11456,50075,supports
11456,50084,supports
11456,50184,supports
11457,50116,supports
11458,50014,supports
11459,50023,supports
11459,50152,supports
11459,50030,supports
11459,50098,supports
11460,50080,supports
11460,50038,supports
11460,50183,supports
11461,50069,supports
11461,50102,supports
11463,50078,supports
11464,50057,supports
11464,50035,supports
11465,50085,supports
11465,50071,supports
11465,50037,supports
11465,50004,supports
11466,50051,supports
11466,50120,supports
11466,50182,supports
11467,50095,supports
11467,50133,supports
11469,50010,supports
11469,50039,supports
11469,50165,supports
11469,50074,supports
11470,50157,supports
11470,50182,supports
11470,50089,supports
11470,50062,supports
11472,50108,supports
11472,50153,supports
11473,50197,supports
11473,50193,supports
11474,50093,supports
11475,50137,supports
11475,50033,supports
11475,50050,supports
11477,50066,supports
11477,50130,supports
11477,50151,supports
11479,50157,supports
11479,50138,supports
11479,50066,supports
11479,50031,supports
11480,50093,supports
11480,50165,supports
11480,50163,supports
11480,50052,supports
11481,50099,supports
11481,50157,supports
11481,50175,supports
11482,50008,supports
11482,50015,supports
11482,50111,supports
11483,50169,supports
11484,50103,supports
11485,50007,supports
11485,50032,supports
11485,50195,supports
11487,50053,supports
11487,50073,supports
11487,50024,supports
11487,50061,supports
11488,50064,supports
11488,50186,supports
11489,50116,supports
11489,50042,supports
11489,50121,supports
11490,50119,supports
11491,50112,supports
11491,50011,supports
11491,50066,supports
11492,50134,supports
11492,50066,supports
11492,50016,supports
11492,50112,supports
11494,50056,supports
11495,50097,supports
11495,50105,supports
11496,50115,supports
11496,50081,supports
11496,50015,supports
11498,50152,supports
11499,50014,supports
11500,50154,supports
11501,50137,supports
11501,50162,supports
11501,50053,supports
11502,50043,supports
11502,50026,supports
11502,50192,supports
11503,50161,supports
11503,50043,supports
11503,50053,supports
11504,50014,supports
11505,50040,supports
11505,50183,supports
11505,50010,supports
11506,50073,supports
11506,50037,supports
11506,50194,supports
11507,50125,supports
11507,50075,supports
11507,50074,supports
11507,50030,supports
11508,50013,supports
11508,50111,supports
11508,50182,supports
11510,50027,supports
11510,50046,supports
11510,50128,supports
11512,50175,supports
11512,50183,supports
11512,50030,supports
11512,50088,supports
11513,50087,supports
11514,50078,supports
11516,50168,supports
11518,50177,supports
11518,50013,supports
11518,50199,supports
11518,50091,supports
11519,50050,supports
11519,50048,supports
11519,50000,supports
11519,50090,supports
11520,50008,supports
11521,50008,supports
11521,50094,supports
11521,50102,supports
11521,50101,supports
11523,50021,supports
11523,50141,supports
11523,50039,supports
11525,50187,supports
11525,50196,supports
11526,50195,supports
11526,50069,supports
11526,50194,supports
11527,50011,supports
11527,50165,supports
11527,50165,supports
11528,50178,supports
11528,50060,supports
11529,50162,supports
11529,50183,supports
11529,50196,supports
11530,50009,supports
11530,50055,supports
11530,50020,supports
11530,50117,supports
11531,50077,supports
11532,50120,supports
11532,50195,supports
11533,50045,supports
11534,50083,supports
11534,50175,supports
11535,50004,supports
11535,50091,supports
11535,50183,supports
11536,50017,supports
11540,50060,supports
11540,50024,supports
11541,50103,supports
11542,50082,supports
11542,50111,supports
11542,50017,supports
11543,50105,supports
11543,50084,supports
11543,50080,supports
11543,50134,supports
11544,50061,supports
11544,50041,supports
11545,50068,supports
11545,50199,supports
11545,50183,supports
11545,50154,supports
11546,50064,supports
11546,50120,supports
11546,50130,supports
11546,50152,supports
11547,50064,supports
11547,50012,supports
11547,50072,supports
11548,50072,supports
11550,50080,supports
11551,50044,supports
11551,50197,supports
11551,50012,supports
11551,50064,supports
11553,50065,supports
11553,50146,supports
11553,50078,supports
11554,50022,supports
11554,50044,supports
11554,50075,supports
11554,50105,supports
11556,50143,supports
11557,50133,supports
11557,50110,supports
11557,50185,supports
11559,50093,supports
11559,50043,supports
11560,50109,supports
11561,50066,supports
11561,50009,supports
11561,50189,supports
11563,50196,supports
11563,50195,supports
11564,50198,supports
11564,50139,supports
11565,50057,supports
11566,50169,supports
11566,50117,supports
11567,50079,supports
11567,50081,supports
11567,50091,supports
11569,50018,supports
11569,50078,supports
11570,50116,supports
11570,50116,supports
11570,50184,supports
11571,50169,supports
11571,50157,supports
11571,50085,supports
11571,50021,supports
11572,50102,supports
11573,50026,supports
11573,50198,supports
11573,50017,supports
11573,50008,supports
11574,50110,supports
11574,50064,supports
11574,50002,supports
11574,50186,supports
11575,50037,supports
11576,50000,supports
11576,50169,supports
11578,50162,supports
11579,50127,supports
11582,50173,supports
11582,50026,supports
11582,50064,supports
11582,50007,supports
11584,50009,supports
11584,50074,supports
11584,50014,supports
11587,50102,supports
11587,50035,supports
11588,50137,supports
11588,50137,supports
11588,50014,supports
11588,50034,supports
11589,50044,supports
11589,50194,supports
11589,50079,supports
11590,50144,supports
11590,50096,supports
11590,50115,supports
11591,50135,supports
11592,50030,supports
11592,50104,supports
11593,50126,supports
11593,50025,supports
11593,50050,supports
11594,50047,supports
11594,50065,supports
11595,50007,supports
11595,50128,supports
11595,50096,supports
11596,50022,supports
11596,50181,supports
11596,50180,supports
11598,50035,supports
11600,50079,supports
11600,50187,supports
11600,50072,supports
11601,50056,supports
11602,50010,supports
11602,50035,supports
11602,50138,supports
11603,50038,supports
11603,50054,supports
11603,50097,supports
11604,50055,supports
11604,50093,supports
11605,50092,supports
11605,50084,supports
11605,50108,supports
11605,50104,supports
11607,50108,supports
11608,50026,supports
11608,50083,supports
11609,50174,supports
11611,50035,supports
11613,50092,supports
11613,50182,supports
11614,50050,supports
11614,50166,supports
11616,50190,supports
11616,50022,supports
11616,50168,supports
11616,50016,supports
11618,50088,supports
11618,50109,supports
11618,50121,supports
11619,50119,supports
11619,50055,supports
11620,50103,supports
11620,50071,supports
11620,50095,supports
11622,50037,supports
11622,50046,supports
11623,50121,supports
11623,50059,supports
11623,50191,supports
11624,50192,supports
11625,50152,supports
11626,50158,supports
11626,50018,supports
11626,50009,supports
11627,50015,supports
11627,50119,supports
11627,50133,supports
11627,50051,supports
11628,50154,supports
11628,50029,supports
11631,50039,supports
11631,50170,supports
11631,50055,supports
11632,50133,supports
11632,50032,supports
11633,50034,supports
11633,50111,supports
11633,50161,supports
11634,50052,supports
11634,50195,supports
11634,50070,supports
11634,50157,supports
11636,50150,supports
11636,50072,supports
11639,50080,supports
11639,50068,supports
11639,50075,supports
11639,50134,supports
11640,50054,supports
11640,50050,supports
11640,50183,supports
11641,50056,supports
11641,50033,supports
11642,50151,supports
11642,50171,supports
11643,50197,supports
11643,50139,supports
11643,50050,supports
11645,50127,supports
11645,50107,supports
11646,50044,supports
11646,50156,supports
11646,50058,supports
11647,50117,supports
11647,50108,supports
11647,50022,supports
11648,50052,supports
11648,50096,supports
11649,50118,supports
11649,50055,supports
11650,50130,supports
11650,50102,supports
11650,50084,supports
11652,50135,supports
11652,50194,supports
11652,50001,supports
11652,50066,supports
11653,50181,supports
11653,50087,supports
11653,50072,supports
11653,50191,supports
11654,50170,supports
11654,50025,supports
11654,50130,supports
11654,50156,supports
11656,50063,supports
11656,50158,supports
11657,50034,supports
11657,50077,supports
11658,50041,supports
11658,50030,supports
11658,50026,supports
11659,50014,supports
11659,50109,supports
11660,50041,supports
11660,50087,supports
11661,50052,supports
11661,50058,supports
11661,50053,supports
11662,50047,supports
11662,50190,supports
11662,50142,supports
11663,50193,supports
11663,50074,supports
11663,50007,supports
11663,50010,supports
11664,50112,supports
11664,50096,supports
11665,50146,supports
11665,50015,supports
11666,50063,supports
11666,50063,supports
11666,50116,supports
11666,50185,supports
11667,50031,supports
11667,50174,supports
11667,50127,supports
11668,50192,supports
11668,50170,supports
11668,50154,supports
11669,50123,supports
11670,50154,supports
11670,50147,supports
11672,50038,supports
11672,50013,supports
11672,50041,supports
11672,50122,supports
11673,50110,supports
11673,50169,supports
11673,50005,supports
11673,50082,supports
11675,50019,supports
11676,50114,supports
11676,50045,supports
11676,50074,supports
11677,50144,supports
11677,50102,supports
11678,50188,supports
11679,50097,supports
11680,50117,supports
11680,50155,supports
11681,50157,supports
11681,50024,supports
11681,50183,supports
11683,50090,supports
11684,50046,supports
11684,50167,supports
11684,50170,supports
11685,50025,supports
11685,50143,supports
11685,50171,supports
11685,50188,supports
11686,50142,supports
11686,50002,supports
11686,50118,supports
11687,50112,supports
11688,50060,supports
11688,50117,supports
11689,50056,supports
11689,50006,supports
11689,50136,supports
11690,50155,supports
11691,50071,supports
11691,50185,supports
11692,50121,supports
11692,50133,supports
11692,50085,supports
11693,50148,supports
11693,50075,supports
11693,50061,supports
11693,50124,supports
11696,50071,supports
11696,50010,supports
11696,50046,supports
11697,50144,supports
11697,50117,supports
11699,50190,supports
11700,50111,supports
11700,50074,supports
11700,50175,supports
11702,50108,supports
11703,50109,supports
11703,50071,supports
11703,50156,supports
11704,50137,supports
11705,50140,supports
11705,50020,supports
11706,50049,supports
11706,50018,supports
11706,50183,supports
11707,50003,supports
11707,50003,supports
11708,50085,supports
11708,50061,supports
11708,50115,supports
11709,50148,supports
11709,50062,supports
11710,50066,supports
11710,50156,supports
11710,50069,supports
11710,50026,supports
11711,50154,supports
11711,50048,supports
11711,50044,supports
11712,50103,supports
11713,50178,supports
11713,50170,supports
11713,50169,supports
11715,50196,supports
11716,50136,supports
11716,50071,supports
11716,50162,supports
11717,50132,supports
11717,50157,supports
11718,50060,supports
11720,50185,supports
11722,50067,supports
11722,50128,supports
11722,50160,supports
11722,50075,supports
11723,50049,supports
11723,50021,supports
11724,50027,supports
11724,50196,supports
11725,50117,supports
11725,50174,supports
11726,50196,supports
11726,50085,supports
11726,50172,supports
11727,50177,supports
11727,50184,supports
11727,50152,supports
11727,50196,supports
11728,50187,supports
11728,50155,supports
11729,50147,supports
11729,50155,supports
11729,50115,supports
11729,50122,supports
11730,50055,supports
11731,50158,supports
11731,50153,supports
11731,50102,supports
11731,50190,supports
11732,50092,supports
11732,50081,supports
11732,50172,supports
11734,50057,supports
11734,50161,supports
11735,50004,supports
11735,50105,supports
11735,50077,supports
11738,50065,supports
11738,50045,supports
11739,50034,supports
11739,50186,supports
11740,50106,supports
11740,50064,supports
11740,50053,supports
11742,50044,supports
11743,50049,supports
11743,50022,supports
11744,50082,supports
11744,50181,supports
11745,50027,supports
11745,50087,supports
11745,50058,supports
11745,50062,supports
11746,50032,supports
11747,50190,supports
11747,50086,supports
11747,50162,supports
11747,50013,supports
11749,50116,supports
11749,50046,supports
11749,50169,supports
11750,50126,supports
11750,50174,supports
11750,50056,supports
11750,50045,supports
11751,50121,supports
11751,50042,supports
11752,50007,supports
11754,50023,supports
11754,50049,supports
11754,50124,supports
11754,50158,supports
11755,50015,supports
11756,50181,supports
11756,50100,supports
11757,50140,supports
11757,50105,supports
11757,50182,supports
11757,50175,supports
11759,50184,supports
11759,50025,supports
11760,50042,supports
11760,50106,supports
11761,50166,supports
11762,50003,supports
11762,50018,supports
11762,50124,supports
11763,50039,supports
11763,50077,supports
11763,50098,supports
11763,50108,supports
11765,50029,supports
11766,50175,supports
11766,50095,supports
11766,50079,supports
11767,50134,supports
11767,50152,supports
11767,50175,supports
11767,50095,supports
11768,50004,supports
11768,50155,supports
11768,50176,supports
11769,50001,supports
11769,50083,supports
11771,50091,supports
11771,50114,supports
11772,50147,supports
11772,50034,supports
11772,50063,supports
11772,50024,supports
11773,50139,supports
11773,50046,supports
11773,50004,supports
11774,50020,supports
11774,50014,supports
11774,50082,supports
11775,50180,supports
11775,50035,supports
11775,50032,supports
11775,50067,supports
11776,50032,supports
11776,50025,supports
11776,50124,supports
11776,50123,supports
11777,50142,supports
11777,50122,supports
11779,50158,supports
11779,50026,supports
11779,50180,supports
11779,50092,supports
11780,50092,supports
11781,50098,supports
11781,50049,supports
11781,50065,supports
11781,50022,supports
11782,50027,supports
11782,50076,supports
11782,50064,supports
11782,50075,supports
11784,50060,supports
11784,50110,supports
11784,50171,supports
11784,50058,supports
11787,50053,supports
11789,50138,supports
11789,50122,supports
11789,50111,supports
11790,50113,supports
11790,50044,supports
11790,50051,supports
11790,50121,supports
11791,50117,supports
11791,50171,supports
11792,50082,supports
11792,50064,supports
11792,50070,supports
11792,50028,supports
11793,50060,supports
11793,50102,supports
11794,50078,supports
11794,50055,supports
11794,50037,supports
11796,50151,supports
11796,50096,supports
11797,50184,supports
11797,50069,supports
11797,50007,supports
11797,50131,supports
11798,50123,supports
11798,50193,supports
11798,50011,supports
11800,50023,supports
11800,50089,supports
11801,50033,supports
11802,50181,supports
11802,50134,supports
11802,50102,supports
11802,50181,supports
11803,50108,supports
11803,50098,supports
11804,50021,supports
11804,50012,supports
11804,50055,supports
11804,50015,supports
11805,50110,supports
11805,50131,supports
11805,50022,supports
11806,50074,supports
11806,50145,supports
11806,50157,supports
11807,50100,supports
11807,50136,supports
11807,50194,supports
11808,50124,supports
11809,50141,supports
11809,50113,supports
11810,50080,supports
11810,50073,supports
11812,50119,supports
11812,50134,supports
11812,50049,supports
11812,50045,supports
11813,50168,supports
11814,50013,supports
11814,50181,supports
11815,50179,supports
11815,50129,supports
11815,50022,supports
11816,50097,supports
11816,50169,supports
11816,50092,supports
11816,50092,supports
11817,50000,supports
11817,50070,supports
11817,50131,supports
11817,50091,supports
11818,50034,supports
11818,50148,supports
11818,50051,supports
11818,50155,supports
11819,50120,supports
11819,50040,supports
11819,50044,supports
11819,50135,supports
11820,50010,supports
11820,50128,supports
11820,50148,supports
11820,50008,supports
11821,50122,supports
11821,50145,supports
11821,50148,supports
11822,50170,supports
11822,50140,supports
11822,50049,supports
11822,50058,supports
11823,50040,supports
11823,50107,supports
11823,50008,supports
11823,50000,supports
11824,50139,supports
11824,50058,supports
11824,50179,supports
11824,50170,supports
11825,50100,supports
11826,50142,supports
11826,50166,supports
11827,50096,supports
11827,50059,supports
11827,50088,supports
11829,50056,supports
11830,50026,supports
11831,50003,supports
11833,50069,supports
11834,50179,supports
11835,50087,supports
11835,50077,supports
11836,50123,supports
11836,50037,supports
11836,50013,supports
11836,50084,supports
11837,50186,supports
11837,50128,supports
11837,50129,supports
11837,50186,supports
11838,50145,supports
11838,50123,supports
11838,50056,supports
11838,50183,supports
11840,50108,supports
11841,50180,supports
11841,50162,supports
11841,50076,supports
11842,50141,supports
11842,50122,supports
11842,50030,supports
11843,50054,supports
11845,50086,supports
11845,50054,supports
11845,50126,supports
11846,50179,supports
11848,50093,supports
11848,50181,supports
11849,50150,supports
11849,50066,supports
11849,50129,supports
11849,50017,supports
11854,50149,supports
11854,50123,supports
11854,50155,supports
11855,50155,supports
11855,50023,supports
11855,50173,supports
11855,50125,supports
11856,50151,supports
11856,50193,supports
11856,50121,supports
11856,50030,supports
11857,50067,supports
11857,50134,supports
11857,50048,supports
11857,50102,supports
11858,50092,supports
11858,50115,supports
11858,50091,supports
11859,50038,supports
11859,50188,supports
11861,50028,supports
11862,50147,supports
11862,50018,supports
11865,50068,supports
11865,50117,supports
11865,50192,supports
11865,50012,supports
11866,50024,supports
11866,50166,supports
11866,50002,supports
11866,50032,supports
11867,50107,supports
11867,50117,supports
11868,50053,supports
11869,50060,supports
11869,50195,supports
11869,50135,supports
11871,50020,supports
11872,50148,supports
11872,50182,supports
11872,50083,supports
11872,50113,supports
11873,50182,supports
11873,50074,supports
11873,50053,supports
11873,50195,supports
11874,50036,supports
11874,50074,supports
11876,50158,supports
11876,50040,supports
11876,50012,supports
11876,50071,supports
